section,author,title,page
III. Second Lyrical Period - Division I,David Gray,On Lebanon,377
III. Second Lyrical Period - Division I,David Gray,Divided,378
III. Second Lyrical Period - Division I,David Gray,The Cross of Gold,378
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Appreciation,379
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,To Hafiz,379
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,When the Sultan goes to Ispahan,379
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Palabras Carinosas,380
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Heredity,380
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Identity,380
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Unguarded Gates,380
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Guilielmus Rex,381
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,"Sargent's Portrait of Edwin Booth at ""The Players""",381
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Tennyson,381
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,A Shadow of the Night,381
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Sonnets: Enamoured Architect of Airy Rhyme,382
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Sonnets: Reminiscence,382
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Sonnets: Outward Bound,382
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Sonnets: Andromeda,383
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Sonnets: The Undiscovered Country,383
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Sonnets: Sleep,383
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Prescience,383
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Memory,384
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Thalia,384
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Quatrains: Masks,384
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Quatrains: Memories,384
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Quatrains: Circumstance,384
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Quatrains: On Reading,384
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,Quatrains: Quits,385
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,An Ode - On the Unveiling of the Shaw Memorial on Boston Common,385
III. Second Lyrical Period - Division I,Thomas Bailey Aldrich,A Petition,385
III. Second Lyrical Period - Division I,William Dean Howells,In Earliest Spring,386
III. Second Lyrical Period - Division I,William Dean Howells,The Two Wives,386
III. Second Lyrical Period - Division I,William Dean Howells,From Generation to Generation,386
III. Second Lyrical Period - Division I,William Dean Howells,Change,386
III. Second Lyrical Period - Division I,William Dean Howells,If,387
III. Second Lyrical Period - Division I,William Dean Howells,Hope,387
III. Second Lyrical Period - Division I,William Dean Howells,Vision,387
III. Second Lyrical Period - Division I,William Dean Howells,Judgment Day,387
III. Second Lyrical Period - Division I,William Dean Howells,What shall it profit?,387
III. Second Lyrical Period - Division I,Forceythe Willson,The Old Sergeant,388
III. Second Lyrical Period - Division I,Forceythe Willson,"From ""In State""",389
III. Second Lyrical Period - Division I,William Reed Huntington,Tellus,390
III. Second Lyrical Period - Division I,William Reed Huntington,Authority,390
III. Second Lyrical Period - Division I,Margaret Elizabeth Sangster,Whittier,391
III. Second Lyrical Period - Division I,Margaret Elizabeth Sangster,Awakening,391
III. Second Lyrical Period - Division I,Henry Ames Blood,Comrades,391
III. Second Lyrical Period - Division I,Henry Ames Blood,Shakespeare,391
III. Second Lyrical Period - Division I,Mary Mapes Dodge,The Two Mysteries,392
III. Second Lyrical Period - Division I,Mary Mapes Dodge,Once Before,393
III. Second Lyrical Period - Division I,Mary Mapes Dodge,The Stars,393
III. Second Lyrical Period - Division I,Mary Mapes Dodge,Emerson,393
III. Second Lyrical Period - Division I,Mary Mapes Dodge,Shadow-Evidence,394
III. Second Lyrical Period - Division I,William Bull Wright,"From ""The Brook""",394
III. Second Lyrical Period - Division I,John Hay,Liberty,395
III. Second Lyrical Period - Division I,John Hay,The Surrender of Spain,396
III. Second Lyrical Period - Division I,John Hay,Christine,396
III. Second Lyrical Period - Division I,John Hay,Pike County Ballads: Jim Bludso of the Prairie Belle,396
III. Second Lyrical Period - Division I,John Hay,Pike County Ballads: Little Breeches,397
III. Second Lyrical Period - Division I,John Hay,The Stirrup-Cup,398
III. Second Lyrical Period - Division I,Edna Dean Proctor,"From ""The Song of the Ancient People""",398
III. Second Lyrical Period - Division I,Edna Dean Proctor,"Heaven, O Lord, I cannot lose",399
III. Second Lyrical Period - Division I,Charlotte Fiske Bates,A Character,399
III. Second Lyrical Period - Division I,Charlotte Fiske Bates,The Clue,400
III. Second Lyrical Period - Division I,Charlotte Fiske Bates,Delay,400
III. Second Lyrical Period - Division I,Charlotte Fiske Bates,Woodbines in October,400
III. Second Lyrical Period - Division I,Charlotte Fiske Bates,The Living Book,400
III. Second Lyrical Period - Division I,James Ryder Randall,My Maryland,400
III. Second Lyrical Period - Division I,James Ryder Randall,John Pelham,401
III. Second Lyrical Period - Division I,James Ryder Randall,Why the Robin's Breast was Red,402
III. Second Lyrical Period - Division I,Abram Joseph Ryan,The Conquered Banner,402
III. Second Lyrical Period - Division I,Abram Joseph Ryan,A Child's Wish,403
III. Second Lyrical Period - Division I,Francis Bret Harte,At the Hacienda,403
III. Second Lyrical Period - Division I,Francis Bret Harte,Chiquita,403
III. Second Lyrical Period - Division I,Francis Bret Harte,Grizzly,404
III. Second Lyrical Period - Division I,Francis Bret Harte,Crotalus,404
III. Second Lyrical Period - Division I,Francis Bret Harte,"""Jim""",405
III. Second Lyrical Period - Division I,Francis Bret Harte,The Society upon the Stanislaus,405
III. Second Lyrical Period - Division I,Francis Bret Harte,The Aged Stranger,406
III. Second Lyrical Period - Division I,Francis Bret Harte,Madrono,407
III. Second Lyrical Period - Division I,Francis Bret Harte,What the Bullet sang,407
III. Second Lyrical Period - Division I,Stephen Henry Thayer,Europa,407
III. Second Lyrical Period - Division I,Stephen Henry Thayer,Poet of Earth,408
III. Second Lyrical Period - Division I,Stephen Henry Thayer,The Waiting Chords,408
III. Second Lyrical Period - Division I,Rossiter Johnson,Evelyn,409
III. Second Lyrical Period - Division I,Rossiter Johnson,A Soldier Poet,409
III. Second Lyrical Period - Division I,Amelia Walstien Carpenter,The Ride to Cherokee,410
III. Second Lyrical Period - Division I,Amelia Walstien Carpenter,Recollection,410
III. Second Lyrical Period - Division I,Amelia Walstien Carpenter,Old Flemish Lace,411
III. Second Lyrical Period - Division I,John Lancaster Spalding,Believe and take Heart,411
III. Second Lyrical Period - Division I,John Lancaster Spalding,The Starry Host,411
III. Second Lyrical Period - Division I,John Lancaster Spalding,Silence,412
III. Second Lyrical Period - Division I,John Lancaster Spalding,Forepledged,412
III. Second Lyrical Period - Division I,John Lancaster Spalding,"From ""God and the Soul"": Nature and the Child",412
III. Second Lyrical Period - Division I,John Lancaster Spalding,"From ""God and the Soul"": Et Mori Lucrum",412
III. Second Lyrical Period - Division I,John Lancaster Spalding,"From ""God and the Soul"": The Void Between",413
III. Second Lyrical Period - Division I,John Lancaster Spalding,"From ""God and the Soul"": At the Ninth Hour",413
III. Second Lyrical Period - Division I,Henry Bernard Carpenter,The Reed,413
III. Second Lyrical Period - Division I,Robert Kelley Weeks,Medusa,414
III. Second Lyrical Period - Division I,Robert Kelley Weeks,A Song for Lexington,415
III. Second Lyrical Period - Division I,Robert Kelley Weeks,Man and Nature,415
III. Second Lyrical Period - Division I,John White Chadwick,The Making of Man,415
III. Second Lyrical Period - Division I,John White Chadwick,The Golden-Robin's Nest,416
III. Second Lyrical Period - Division I,John White Chadwick,Recognition,416
III. Second Lyrical Period - Division I,John White Chadwick,Starlight,416
III. Second Lyrical Period - Division I,John White Chadwick,The Rise of Man,417
III. Second Lyrical Period - Division I,John White Chadwick,His Mother's Joy,417
III. Second Lyrical Period - Division I,John White Chadwick,A Wedding-Song,417
III. Second Lyrical Period - Division I,George Alfred Townsend,Army Correspondent's Last Ride,417
III. Second Lyrical Period - Division I,George Alfred Townsend,In Rama,418
III. Second Lyrical Period - Division I,Edward Rowland Sill,The Fool's Prayer,419
III. Second Lyrical Period - Division I,Edward Rowland Sill,Before Sunrise in Winter,419
III. Second Lyrical Period - Division I,Edward Rowland Sill,The Lover's Song,420
III. Second Lyrical Period - Division I,Edward Rowland Sill,The Coup de Grace,420
III. Second Lyrical Period - Division I,Edward Rowland Sill,Tempted,420
III. Second Lyrical Period - Division I,Edward Rowland Sill,Force,420
III. Second Lyrical Period - Division I,Edward Rowland Sill,A Prayer,421
III. Second Lyrical Period - Division I,William Gordon McCabe,Christmas Night of '62,421
III. Second Lyrical Period - Division I,William Gordon McCabe,Dreaming in the Trenches,422
III. Second Lyrical Period - Division I,Titus Munson Coan,A Dream of Flowers,422
III. Second Lyrical Period - Division I,Titus Munson Coan,The Crystal,423
III. Second Lyrical Period - Division I,Titus Munson Coan,Nihil Humani Alienum,423
III. Second Lyrical Period - Division I,Nora Perry,Cressid,423
III. Second Lyrical Period - Division I,Nora Perry,The Love-Knot,424
III. Second Lyrical Period - Division I,Nora Perry,Riding Down,424
III. Second Lyrical Period - Division I,Nora Perry,Who knows?,425
III. Second Lyrical Period - Division I,James Herbert Morse,Silence,425
III. Second Lyrical Period - Division I,James Herbert Morse,Brook Song,425
III. Second Lyrical Period - Division I,James Herbert Morse,The Wild Geese,426
III. Second Lyrical Period - Division I,James Herbert Morse,His Statement of the Case,426
III. Second Lyrical Period - Division I,James Herbert Morse,The Wayside,426
III. Second Lyrical Period - Division I,Joaquin Miller,Columbus,426
III. Second Lyrical Period - Division I,Joaquin Miller,At the Grave of Walker,427
III. Second Lyrical Period - Division I,Joaquin Miller,Westward Ho!,427
III. Second Lyrical Period - Division I,Joaquin Miller,Crossing the Plains,428
III. Second Lyrical Period - Division I,Joaquin Miller,Vaquero,428
III. Second Lyrical Period - Division I,Joaquin Miller,By the Pacific Ocean,428
III. Second Lyrical Period - Division I,Joaquin Miller,Twilight at the Heights,429
III. Second Lyrical Period - Division I,Joaquin Miller,Dead in the Sierras,429
III. Second Lyrical Period - Division I,Joaquin Miller,Peter Cooper,429
III. Second Lyrical Period - Division I,Joaquin Miller,To Russia,429
III. Second Lyrical Period - Division I,Joaquin Miller,The Voice of the Dove,429
III. Second Lyrical Period - Division I,Joaquin Miller,Juanita,430
III. Second Lyrical Period - Division I,Joseph O'Connor,What was my Dream?,430
III. Second Lyrical Period - Division I,Joseph O'Connor,The General's Death,431
III. Second Lyrical Period - Division I,Charles Goodrich Whiting,Blue Hills beneath the Haze,431
III. Second Lyrical Period - Division I,Charles Goodrich Whiting,The Eagle's Fall,432
III. Second Lyrical Period - Division I,Charles Goodrich Whiting,The Way to Heaven,432
III. Second Lyrical Period - Division I,Charles Edward Carryl,The Song in the Dell,432
III. Second Lyrical Period - Division I,Charles Edward Carryl,Robinson Crusoe,433
III. Second Lyrical Period - Division I,Sidney Lanier,"Song for ""The Jaquerie"": Betrayal",433
III. Second Lyrical Period - Division I,Sidney Lanier,"Song for ""The Jaquerie"": The Hound",434
III. Second Lyrical Period - Division I,Sidney Lanier,Night and Day,434
III. Second Lyrical Period - Division I,Sidney Lanier,The Stirrup-Cup,434
III. Second Lyrical Period - Division I,Sidney Lanier,Song of the Chattahoochee,434
III. Second Lyrical Period - Division I,Sidney Lanier,The Marshes of Glynn,435
III. Second Lyrical Period - Division I,Sidney Lanier,The Mocking Bird,437
III. Second Lyrical Period - Division I,Sidney Lanier,The Harlequin of Dreams,437
III. Second Lyrical Period - Division I,Sidney Lanier,A Ballad of Trees and the Master,437
III. Second Lyrical Period - Division I,Sidney Lanier,Sunrise,437
III. Second Lyrical Period - Division I,May Riley Smith,My Uninvited Guest,441
III. Second Lyrical Period - Division I,May Riley Smith,Departure,441
III. Second Lyrical Period - Division I,Henry Abbey,Donald,442
III. Second Lyrical Period - Division I,Henry Abbey,Winter Days,442
III. Second Lyrical Period - Division I,Henry Abbey,In Memory of General Grant,442
III. Second Lyrical Period - Division I,Henry Abbey,Faith's Vista,443
III. Second Lyrical Period - Division I,Ambrose Bierce,The Death of Grant,443
III. Second Lyrical Period - Division I,Ambrose Bierce,The Bride,443
III. Second Lyrical Period - Division I,Ambrose Bierce,Another Way,444
III. Second Lyrical Period - Division I,Ambrose Bierce,Montefiore,444
III. Second Lyrical Period - Division I,Ambrose Bierce,Presentiment,444
III. Second Lyrical Period - Division I,Ambrose Bierce,Creation,444
III. Second Lyrical Period - Division I,Ambrose Bierce,T. A. H.,444
III. Second Lyrical Period - Division I,Charles Warren Stoddard,The Royal Mummy to Bohemia,445
III. Second Lyrical Period - Division I,Charles Warren Stoddard,Wind and Wave,445
III. Second Lyrical Period - Division I,Charles Warren Stoddard,Albatross,446
III. Second Lyrical Period - Division I,Charles Warren Stoddard,The Cocoa-Tree,446
III. Second Lyrical Period - Division I,Francis Fisher Browne,Vanquished,446
III. Second Lyrical Period - Division I,Francis Fisher Browne,Under the Blue,447
III. Second Lyrical Period - Division I,Francis Fisher Browne,Santa Barbara,447
III. Second Lyrical Period - Division I,Mary Ainge De Vere,The Wind-Swept Wheat,447
III. Second Lyrical Period - Division I,Mary Ainge De Vere,A Farewell,448
III. Second Lyrical Period - Division I,Mary Ainge De Vere,Faith Trembling,448
III. Second Lyrical Period - Division I,Mary Ainge De Vere,The Spinner,448
III. Second Lyrical Period - Division I,Mary Ainge De Vere,When the Most is Said,449
III. Second Lyrical Period - Division I,Mary Ainge De Vere,Poet and Lark,449
III. Second Lyrical Period - Division I,Mary Ainge De Vere,A Breath,449
III. Second Lyrical Period - Division I,Mary Ainge De Vere,Friend and Lover,449
III. Second Lyrical Period - Division I,Mary Ainge De Vere,God Keep You,449
III. Second Lyrical Period - Division I - Additional Selections,Hezekiah Butterworth,The Thanksgiving in Boston Harbor,450
III. Second Lyrical Period - Division I - Additional Selections,Guy Humphreys McMaster,Carmen Bellicosum,451
III. Second Lyrical Period - Division I - Additional Selections,William Cleaver Wilkinson,"At Marshfield - From ""Webster: An Ode""",451
III. Second Lyrical Period - Division I - Additional Selections,John Antrobus,The Cowboy,452
III. Second Lyrical Period - Division I - Additional Selections,Ethel Lynn Beers,All Quiet along the Potomac,454
III. Second Lyrical Period - Division I - Additional Selections,Charles Graham Halpine,Sambo's Right to be Kilt,454
III. Second Lyrical Period - Division I - Additional Selections,John Esten Cooke,The Band in the Pines,455
III. Second Lyrical Period - Division I - Additional Selections,Elbridge Jefferson Cutler,The Volunteer,455
III. Second Lyrical Period - Division I - Additional Selections,Henry Lynden Flash,Stonewall Jackson,455
III. Second Lyrical Period - Division I - Additional Selections,Nathaniel Graham Shepherd,Roll-Call,456
III. Second Lyrical Period - Division I - Additional Selections,Robert Henry Newell,"""Picciola""",456
III. Second Lyrical Period - Division I - Additional Selections,Michael O'Connor,Reveille,457
III. Second Lyrical Period - Division I - Additional Selections,William Tuckey Meredith,Farragut,457
III. Second Lyrical Period - Division I - Additional Selections,Kate Putnam Osgood,Driving Home the Cows,458
III. Second Lyrical Period - Division I - Additional Selections,,Negro Spirituals: In dat great gittin'-up Mornin',459
III. Second Lyrical Period - Division I - Additional Selections,,Negro Spirituals: Stars begin to fall,459
III. Second Lyrical Period - Division I - Additional Selections,,"Negro Spirituals: Roll, Jordan, Roll",459
III. Second Lyrical Period - Division I - Additional Selections,,"Negro Spirituals: Swing low, Sweet Chariot",459
III. Second Lyrical Period - Division I - Additional Selections,,Negro Spirituals: Bright Sparkles in de Churchyard,460
III. Second Lyrical Period - Division I - Additional Selections,Augusta Cooper Bristol,The Pyxidanthera,460
III. Second Lyrical Period - Division I - Additional Selections,Constance Fenimore Woolson,Yellow Jessamine,460
III. Second Lyrical Period - Division I - Additional Selections,Mary Bolles Branch,The Petrified Fern,461
III. Second Lyrical Period - Division I - Additional Selections,Mary Elizabeth Blake,The Dawning o' the Year,461
III. Second Lyrical Period - Division I - Additional Selections,David Law Proudfit,The Willis,462
III. Second Lyrical Period - Division I - Additional Selections,Samuel Willoughby Duffield,Two of a Trade,463
III. Second Lyrical Period - Division I - Additional Selections,Caroline Atherton Mason,Sonnets: An Open Secret,463
III. Second Lyrical Period - Division I - Additional Selections,Caroline Atherton Mason,Sonnets: Reconciliation,463
III. Second Lyrical Period - Division I - Additional Selections,Mary Barker Dodge,Now,463
III. Second Lyrical Period - Division I - Additional Selections,William Augustus Croffut,A Living Memory,464
III. Second Lyrical Period - Division I - Additional Selections,John Burroughs,Waiting,464
III. Second Lyrical Period - Division I - Additional Selections,Mary Mathews Adams,Dead Love,464
III. Second Lyrical Period - Division I - Additional Selections,Laura Redden Searing,Disarmed,465
III. Second Lyrical Period - Division I - Additional Selections,Wendell Phillips Garrison,Post-Meridian: Afternoon,465
III. Second Lyrical Period - Division I - Additional Selections,Wendell Phillips Garrison,Post-Meridian: Evening,465
III. Second Lyrical Period - Division I - Additional Selections,Louisa May Alcott,Thoreau's Flute,465
III. Second Lyrical Period - Division I - Additional Selections,John James Ingalls,Opportunity,466
III. Second Lyrical Period - Division I - Additional Selections,Edward Howland,The Condemned,466
III. Second Lyrical Period - Division I - Additional Selections,Minot Judson Savage,My Birth,466
III. Second Lyrical Period - Division I - Additional Selections,Sarah Knowles Bolton,The Inevitable,467
III. Second Lyrical Period - Division I - Additional Selections,Thomas Stephens Collier,Quatrains: Time,467
III. Second Lyrical Period - Division I - Additional Selections,Thomas Stephens Collier,Quatrains: Infallibility,467
III. Second Lyrical Period - Division I - Additional Selections,Thomas Stephens Collier,Quatrains: Power,467
III. Second Lyrical Period - Division I - Additional Selections,Thomas Stephens Collier,Quatrains: Disappointment,467
III. Second Lyrical Period - Division I - Additional Selections,Thomas Stephens Collier,Quatrains: Compensation,467
III. Second Lyrical Period - Division I - Additional Selections,William Croswell Doane,Ancient of Days,468
III. Second Lyrical Period - Division I - Additional Selections,Phillips Brooks,O Little Town of Bethlehem,468
III. Second Lyrical Period - Division I - Additional Selections,Mary Frances Butts,In Galilee,468
III. Second Lyrical Period - Division I - Additional Selections,David Banks Sickels,Reincarnation,469
III. Second Lyrical Period - Division I - Additional Selections,Frank Sewall,"Roll Out, O Song",469
III. Second Lyrical Period - Division I - Additional Selections,Mary Gardiner Brainard,Not Knowing,469
III. Second Lyrical Period - Division I - Additional Selections,Benjamin Dionysius Hill,To St. Mary Magdalen,470
III. Second Lyrical Period - Division I - Additional Selections,Eugene Henry Pullen,Now I lay me down to sleep,470
III. Second Lyrical Period - Division I - Additional Selections,Annie Douglas Robinson,One Saturday,470
III. Second Lyrical Period - Division I - Additional Selections,Marguerite Elizabeth Easter,My Laddie's Hounds,471
III. Second Lyrical Period - Division I - Additional Selections,Charles Monroe Dickinson,The Children,471
III. Second Lyrical Period - Division I - Additional Selections,Laurence Hutton,"""The Doves of Venice""",472
III. Second Lyrical Period - Division I - Additional Selections,Harriet S. Morgridge,Mother Goose Sonnets: Jack and Jill,473
III. Second Lyrical Period - Division I - Additional Selections,Harriet S. Morgridge,Mother Goose Sonnets: Simple Simon,473
III. Second Lyrical Period - Division I - Additional Selections,George Thomas Lanigan,A Threnody,473
III. Second Lyrical Period - Division II,Richard Watson Gilder,Ode,474
III. Second Lyrical Period - Division II,Richard Watson Gilder,The Celestial Passion,475
III. Second Lyrical Period - Division II,Richard Watson Gilder,I count my Time by Times that I meet thee,475
III. Second Lyrical Period - Division II,Richard Watson Gilder,Songs,475
III. Second Lyrical Period - Division II,Richard Watson Gilder,On the Life-Mask of Abraham Lincoln,475
III. Second Lyrical Period - Division II,Richard Watson Gilder,The Sonnet,476
III. Second Lyrical Period - Division II,Richard Watson Gilder,Evening in the Tyringham Valley,476
III. Second Lyrical Period - Division II,Richard Watson Gilder,Sherman,476
III. Second Lyrical Period - Division II,Richard Watson Gilder,Hast thou heard the Nightingale?,476
III. Second Lyrical Period - Division II,Richard Watson Gilder,The Cello,477
III. Second Lyrical Period - Division II,Richard Watson Gilder,A Child,477
III. Second Lyrical Period - Division II,Richard Watson Gilder,"Ah, be not False",477
III. Second Lyrical Period - Division II,Richard Watson Gilder,Of one who neither sees nor hears,477
III. Second Lyrical Period - Division II,Richard Watson Gilder,The Birds of Bethlehem,478
III. Second Lyrical Period - Division II,Richard Watson Gilder,Noel,478
III. Second Lyrical Period - Division II,Richard Watson Gilder,The Song of a Heathen,478
III. Second Lyrical Period - Division II,Richard Watson Gilder,The Heroic Age,478
III. Second Lyrical Period - Division II,Richard Watson Gilder,After-Song,478
III. Second Lyrical Period - Division II,Edward Willard Watson,Absolution,479
III. Second Lyrical Period - Division II,John Boyle O'Reilly,"From ""Wendell Phillips""",480
III. Second Lyrical Period - Division II,John Boyle O'Reilly,At Best,480
III. Second Lyrical Period - Division II,John Boyle O'Reilly,An Art Master,480
III. Second Lyrical Period - Division II,John Boyle O'Reilly,A Savage,480
III. Second Lyrical Period - Division II,John Boyle O'Reilly,A White Rose,481
III. Second Lyrical Period - Division II,John Boyle O'Reilly,Mayflower,481
III. Second Lyrical Period - Division II,Elizabeth Stuart Phelps Ward,The Lost Colors,481
III. Second Lyrical Period - Division II,Elizabeth Stuart Phelps Ward,The Room's Width,482
III. Second Lyrical Period - Division II,Elizabeth Stuart Phelps Ward,Gloucester Harbor,482
III. Second Lyrical Period - Division II,Francis Howard Williams,Electra,483
III. Second Lyrical Period - Division II,Francis Howard Williams,Walt Whitman,483
III. Second Lyrical Period - Division II,Francis Howard Williams,Song,483
III. Second Lyrical Period - Division II,Maurice Thompson,The Lion's Cub,483
III. Second Lyrical Period - Division II,Maurice Thompson,An Early Bluebird,484
III. Second Lyrical Period - Division II,Maurice Thompson,Written on a Fly-Leaf of Theocritus,485
III. Second Lyrical Period - Division II,Maurice Thompson,A Flight Shot,485
III. Second Lyrical Period - Division II,Maurice Thompson,A Creole Slave Song,485
III. Second Lyrical Period - Division II,Maurice Thompson,"A Prophecy - From ""Lincoln's Grave""",486
III. Second Lyrical Period - Division II,Mary Thacher Higginson,Changelings,486
III. Second Lyrical Period - Division II,Mary Thacher Higginson,In the Dark,486
III. Second Lyrical Period - Division II,Mary Thacher Higginson,Ghost-Flowers,487
III. Second Lyrical Period - Division II,Mary Thacher Higginson,Inheritance,487
III. Second Lyrical Period - Division II,John Henry Boner,Poe's Cottage at Fordham,487
III. Second Lyrical Period - Division II,John Henry Boner,Remembrance,488
III. Second Lyrical Period - Division II,John Henry Boner,We walked among the Whispering Pines,488
III. Second Lyrical Period - Division II,John Henry Boner,The Light'ood Fire,488
III. Second Lyrical Period - Division II,John Banister Tabb,Evolution,489
III. Second Lyrical Period - Division II,John Banister Tabb,The Water-Lily,489
III. Second Lyrical Period - Division II,John Banister Tabb,To Shelley,489
III. Second Lyrical Period - Division II,John Banister Tabb,The Sisters,489
III. Second Lyrical Period - Division II,John Banister Tabb,Anonymous,489
III. Second Lyrical Period - Division II,John Banister Tabb,Clover,489
III. Second Lyrical Period - Division II,John Banister Tabb,The Departed,489
III. Second Lyrical Period - Division II,John Banister Tabb,Indian Summer,490
III. Second Lyrical Period - Division II,John Banister Tabb,The Druid,490
III. Second Lyrical Period - Division II,John Banister Tabb,The Child,490
III. Second Lyrical Period - Division II,John Banister Tabb,Quatrains: The Bubble,490
III. Second Lyrical Period - Division II,John Banister Tabb,Quatrains: Becalmed,490
III. Second Lyrical Period - Division II,John Banister Tabb,Quatrains: Fame,490
III. Second Lyrical Period - Division II,Sarah Chauncey Woolsey,Helen,491
III. Second Lyrical Period - Division II,Sarah Chauncey Woolsey,Gulf Stream,491
III. Second Lyrical Period - Division II,Gertrude Bloede,Night after Night,492
III. Second Lyrical Period - Division II,Gertrude Bloede,My Father's Child,492
III. Second Lyrical Period - Division II,Gertrude Bloede,"Soul, wherefore fret Thee?",492
III. Second Lyrical Period - Division II,Will Carleton,"Out of the Old House, Nancy",492
III. Second Lyrical Period - Division II,Ina Coolbrith,When the Grass shall cover me,494
III. Second Lyrical Period - Division II,Ina Coolbrith,The Mariposa Lily,495
III. Second Lyrical Period - Division II,Ina Coolbrith,Fruitionless,495
III. Second Lyrical Period - Division II,Ina Coolbrith,Helen Hunt Jackson,495
III. Second Lyrical Period - Division II,Lloyd Mifflin,The Sovereigns,496
III. Second Lyrical Period - Division II,Lloyd Mifflin,Milton,496
III. Second Lyrical Period - Division II,Lloyd Mifflin,The Ship,496
III. Second Lyrical Period - Division II,Lloyd Mifflin,To an Old Venetian Wine-Glass,496
III. Second Lyrical Period - Division II,Lloyd Mifflin,Theseus and Ariadne,496
III. Second Lyrical Period - Division II,Lloyd Mifflin,To the Milkweed,497
III. Second Lyrical Period - Division II,Lloyd Mifflin,To a Maple Seed,497
III. Second Lyrical Period - Division II,Lloyd Mifflin,Sesostris,497
III. Second Lyrical Period - Division II,Lloyd Mifflin,The Doors,497
III. Second Lyrical Period - Division II,Lloyd Mifflin,The Flight,498
III. Second Lyrical Period - Division II,Lloyd Mifflin,Fiat Lux,498
III. Second Lyrical Period - Division II,James Jeffrey Roche,The Kearsarge,498
III. Second Lyrical Period - Division II,James Jeffrey Roche,Andromeda,498
III. Second Lyrical Period - Division II,James Jeffrey Roche,My Comrade,499
III. Second Lyrical Period - Division II,James Jeffrey Roche,The Skeleton at the Feast,499
III. Second Lyrical Period - Division II,Alice Wellington Rollins,The Death of Azron,499
III. Second Lyrical Period - Division II,Alice Wellington Rollins,"Many Things thou hast given me, Dear Heart",500
III. Second Lyrical Period - Division II,Alice Wellington Rollins,Vita Benefica,500
III. Second Lyrical Period - Division II,Alice Williams Brotherton,The Blazing Heart,501
III. Second Lyrical Period - Division II,Alice Williams Brotherton,My Enemy,501
III. Second Lyrical Period - Division II,Walter Learned,With a Spray of Apple Blossoms,502
III. Second Lyrical Period - Division II,Walter Learned,The Last Reservation,502
III. Second Lyrical Period - Division II,Walter Learned,On the Fly-Leaf of Manon Lescaut,502
III. Second Lyrical Period - Division II,Walter Learned,In Explanation,503
III. Second Lyrical Period - Division II,Walter Learned,To Critics,503
III. Second Lyrical Period - Division II,Henry Augustin Beers,Posthumous,503
III. Second Lyrical Period - Division II,Henry Augustin Beers,On a Miniature,504
III. Second Lyrical Period - Division II,Henry Augustin Beers,Biftek aux Champignons,504
III. Second Lyrical Period - Division II,Henry Augustin Beers,Ecce in Deserto,505
III. Second Lyrical Period - Division II,Henry Augustin Beers,The Singer of One Song,505
III. Second Lyrical Period - Division II,Arthur Sherburne Hardy,Duality,505
III. Second Lyrical Period - Division II,Arthur Sherburne Hardy,Immortality,506
III. Second Lyrical Period - Division II,Arthur Sherburne Hardy,Iter Supremum,506
III. Second Lyrical Period - Division II,William Young,"From ""Wishmakers' Town"": The Bells",506
III. Second Lyrical Period - Division II,William Young,"From ""Wishmakers' Town"": The Flower-Seller",506
III. Second Lyrical Period - Division II,William Young,"From ""Wishmakers' Town"": The Conscience-Keeper",507
III. Second Lyrical Period - Division II,William Young,"From ""Wishmakers' Town"": The Pawns",507
III. Second Lyrical Period - Division II,William Young,"From ""Wishmakers' Town"": The Bridal Pair",507
III. Second Lyrical Period - Division II,William Young,Judith,508
III. Second Lyrical Period - Division II,William Young,Philomel to Corydon,508
III. Second Lyrical Period - Division II,Will Henry Thompson,The High Tide at Gettysburg,508
III. Second Lyrical Period - Division II,Will Henry Thompson,Come Love or Death,509
III. Second Lyrical Period - Division II,Charles De Kay,Arcana Sylvarum,509
III. Second Lyrical Period - Division II,Charles De Kay,Ulf in Ireland,510
III. Second Lyrical Period - Division II,Edward King,The Tsigane's Canzonet,511
III. Second Lyrical Period - Division II,Edward King,A Woman's Execution,512
